"id","exam_id","text","options","correct_answer","question_order","topic_id"
"it-passport-2024-q050","it-passport-2024","ソフトウェア製品の品質特性を，移植性，機能適合性，互換性，使用性，信頼性，性能効率性，セキュリティ，保守性に分類したとき，RPA ソフトウェアの使用性に関する記述として，最も適切なものはどれか。","[""RPA が稼働する PC の OS が変わっても動作する。"",""RPA で指定した時間及び条件に基づき，適切に自動処理が実行される。"",""RPA で操作対象となるアプリケーションソフトウェアがバージョンアップされても，簡単な設定変更で対応できる。"",""RPA を利用したことがない人でも，簡単な教育だけで利用可能になる。""]","3","50",
"it-passport-2024-q051","it-passport-2024","システム開発プロジェクトにおいて，テスト中に発見された不具合の再発防止のために不具合分析を行うことにした。テスト結果及び不具合の内容を表に記入し，不具合ごとに根本原因を突き止めた後に，根本原因ごとに集計を行い発生頻度の多い順に並べ，主要な根本原因の特定を行った。ここで利用した図表のうち，根本原因を集計し，発生頻度順に並べて棒グラフで示し，累積値を折れ線グラフで重ねて示したものはどれか。","[""散布図"",""チェックシート"",""特性要因図"",""パレート図""]","3","51",
"it-passport-2024-q052","it-passport-2024","システム開発プロジェクトにおいて、新機能の追加要求が変更管理委員会で認可された後にプロジェクトスコープマネジメントで実施する活動として、適切なものはどれか。","[""新機能を追加で開発するためにWBSを変更し、コストの詳細な見積りをするための情報として提供する。"",""新機能を追加で開発するためのWBSのアクティビティの実行に必要なスキルを確認し、必要に応じてプロジェクトチームの能力向上を図る。"",""変更されたWBSに基づいてスケジュールを作成し、完了時期の見通しを提示する。"",""変更されたWBSに基づいて要員の充足度を確認し、必要な場合は作業の外注を検討する。""]","0","52",
"it-passport-2024-q053","it-passport-2024","ITガバナンスに関する次の記述中のaに入れる字句として、最も適切なものはどれか。

経営者は、[a]の事業の目的を支援する観点で、効果的、効率的かつ受容可能な[a]のITの利用について評価する。","[""過去と現在"",""現在"",""現在と将来"",""将来""]","2","53",
"it-passport-2024-q054","it-passport-2024","事業活動に関わる法令の遵守などを目的の一つとして、統制環境、リスクの評価と対応、統制活動、情報と伝達、モニタリング、ITへの対応から構成される取組はどれか。","[""CMMI"",""ITIL"",""内部統制"",""リスク管理""]","2","54",
"it-passport-2024-q055","it-passport-2024","システム監査の目的に関する記述として，適切なものはどれか。","[""開発すべきシステムの具体的な用途を分析し，システム要件を明らかにすること"",""情報システムが設置されている施設とその環境を総合的に企画，管理，活用すること"",""情報システムに係るリスクに適切に対応しているかどうかを評価することによって，組織体の目標達成に寄与すること"",""知識，スキル，ツール及び技法をプロジェクト活動に適用することによって，プロジェクトの要求事項を満足させること""]","2","55",
"it-passport-2024-q056","it-passport-2024","PCにおいて，電力供給を断つと記憶内容が失われるメモリ又は記憶媒体はどれか。","[""DVD-RAM"",""DRAM"",""ROM"",""フラッシュメモリ""]","1","56",
"it-passport-2024-q057","it-passport-2024","暗号化方式の特徴について記した表において，表中の a～d に入れる字句の適切な組合せはどれか。

| 暗号方式 | 鍵の特徴 | 鍵の安全な配布 | 暗号化／復号の相対的な処理速度 |
|---|---|---|---|
| a | 暗号化鍵と復号鍵が異なる | 容易 | c |
| b | 暗号化鍵と復号鍵が同一 | 難しい | d |","[""a: 共通鍵暗号方式, b: 公開鍵暗号方式, c: 遅い, d: 速い"",""a: 共通鍵暗号方式, b: 公開鍵暗号方式, c: 速い, d: 遅い"",""a: 公開鍵暗号方式, b: 共通鍵暗号方式, c: 遅い, d: 速い"",""a: 公開鍵暗号方式, b: 共通鍵暗号方式, c: 速い, d: 遅い""]","2","57",
"it-passport-2024-q058","it-passport-2024","文書作成ソフトや表計算ソフトなどにおいて，一連の操作手順をあらかじめ定義しておき，実行する機能はどれか。","[""オートコンプリート"",""ソースコード"",""プラグアンドプレイ"",""マクロ""]","3","58",
"it-passport-2024-q059","it-passport-2024","OCR の役割として，適切なものはどれか。","[""10cm 程度の近距離にある機器間で無線通信する。"",""印刷文字や手書き文字を認識し，テキストデータに変換する。"",""デジタル信号処理によって，人工的に音声を作り出す。"",""利用者の指先などが触れたパネル上の位置を検出する。""]","1","59",
"it-passport-2024-q060","it-passport-2024","関係データベースを構成する要素の関係を表す図において，図中の a 〜 c に入れる字句の適切な組合せはどれか。

![](/exam-images/it-passport-2024/q060.png)","[""a: 表, b: フィールド, c: レコード"",""a: 表, b: レコード, c: フィールド"",""a: フィールド, b: 表, c: レコード"",""a: レコード, b: 表, c: フィールド""]","1","60",
"it-passport-2024-q061","it-passport-2024","cookie を説明したものはどれか。","[""Web サイトが，Web ブラウザを通じて訪問者の PC にデータを書き込んで保存する仕組み又は保存されるデータのこと"",""Web ブラウザが，アクセスした Web ページをファイルとして PC のハードディスクに一時的に保存する仕組み又は保存されるファイルのこと"",""Web ページ上で，Web サイトの紹介などを目的に掲載されている画像のこと"",""ブログの機能の一つで，リンクを張った相手に対してその旨を通知する仕組みのこと""]","0","61",
